"codigo_localidade"	"localidade"	"nome_localidade_pai"	"codigo_variavel"	"variavel"	"unidade"	"periodo"	"pop"	"ano"
"2478"	"57"	"Barueri"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	65.7	"2016"
"2479"	"58"	"Bastos"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	170.91	"2016"
"2480"	"59"	"Batatais"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	849.53	"2016"
"2481"	"60"	"Bauru"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	667.68	"2016"
"2482"	"61"	"Bebedouro"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	683.19	"2016"
"2483"	"62"	"Bento de Abreu"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	301.69	"2016"
"2484"	"63"	"Bernardino de Campos"	"Região de Governo de Ourinhos"	"5"	"Área"	"(Em km2)"	"1980-2018"	244.16	"2016"
"2485"	"64"	"Bilac"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	158.03	"2016"
"2486"	"65"	"Birigui"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	530.03	"2016"
"2487"	"66"	"Biritiba-Mirim"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	317.41	"2016"
"2488"	"67"	"Boa Esperança do Sul"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	690.75	"2016"
"2489"	"68"	"Bocaina"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	363.93	"2016"
"2490"	"69"	"Bofete"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	653.54	"2016"
"2491"	"70"	"Boituva"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	248.95	"2016"
"2492"	"71"	"Bom Jesus dos Perdões"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	108.37	"2016"
"2493"	"72"	"Borá"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	118.95	"2016"
"2494"	"73"	"Boracéia"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	122.11	"2016"
"2495"	"74"	"Borborema"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	552.26	"2016"
"2496"	"75"	"Botucatu"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	1482.64	"2016"
"2497"	"76"	"Bragança Paulista"	"Região de Governo de Bragança Paulista"	"5"	"Área"	"(Em km2)"	"1980-2018"	512.58	"2016"
"2498"	"77"	"Braúna"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	195.18	"2016"
"2499"	"78"	"Brodowski"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	278.46	"2016"
"2500"	"79"	"Brotas"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1101.37	"2016"
"2501"	"80"	"Buri"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1195.91	"2016"
"2502"	"81"	"Buritama"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	326.92	"2016"
"2503"	"82"	"Buritizal"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	266.42	"2016"
"2504"	"83"	"Cabrália Paulista"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	239.97	"2016"
"2505"	"84"	"Cabreúva"	"Região de Governo de Jundiaí"	"5"	"Área"	"(Em km2)"	"1980-2018"	260.23	"2016"
"2506"	"85"	"Caçapava"	"Região de Governo de São José dos Campos"	"5"	"Área"	"(Em km2)"	"1980-2018"	368.99	"2016"
"2507"	"86"	"Cachoeira Paulista"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	287.99	"2016"
"2508"	"87"	"Caconde"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	468.22	"2016"
"2509"	"88"	"Cafelândia"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	920.28	"2016"
"2510"	"89"	"Caiabu"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	253.35	"2016"
"2511"	"90"	"Caieiras"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	97.64	"2016"
"2512"	"91"	"Caiuá"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	551.16	"2016"
"2513"	"92"	"Cajamar"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	131.39	"2016"
"2514"	"93"	"Cajobi"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	176.93	"2016"
"2515"	"94"	"Cajuru"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	660.09	"2016"
"2516"	"95"	"Campinas"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	794.57	"2016"
"2517"	"96"	"Campo Limpo Paulista"	"Região de Governo de Jundiaí"	"5"	"Área"	"(Em km2)"	"1980-2018"	79.4	"2016"
"2518"	"97"	"Campos do Jordão"	"Região de Governo de Taubaté"	"5"	"Área"	"(Em km2)"	"1980-2018"	290.52	"2016"
"2519"	"98"	"Campos Novos Paulista"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	484.2	"2016"
"2520"	"99"	"Cananéia"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1237.36	"2016"
"2521"	"100"	"Cândido Mota"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	595.81	"2016"
"2522"	"101"	"Cândido Rodrigues"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	70.89	"2016"
"2523"	"102"	"Capão Bonito"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1640.23	"2016"
"2524"	"103"	"Capela do Alto"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	169.89	"2016"
"2525"	"104"	"Capivari"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	322.88	"2016"
"2526"	"105"	"Caraguatatuba"	"Região de Governo de Caraguatatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	484.95	"2016"
"2527"	"106"	"Carapicuíba"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	34.55	"2016"
"2528"	"107"	"Cardoso"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	639.25	"2016"
"2529"	"108"	"Casa Branca"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	864.23	"2016"
"2530"	"109"	"Cássia dos Coqueiros"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	191.68	"2016"
"2531"	"110"	"Castilho"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	1065.32	"2016"
"2532"	"111"	"Catanduva"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	290.6	"2016"
"2533"	"112"	"Catiguá"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	148.39	"2016"
"2534"	"113"	"Cedral"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	197.84	"2016"
"2535"	"114"	"Cerqueira César"	"Região de Governo de Avaré"	"5"	"Área"	"(Em km2)"	"1980-2018"	511.62	"2016"
"2536"	"115"	"Cerquilho"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	127.8	"2016"
"2537"	"116"	"Cesário Lange"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	190.39	"2016"
"2538"	"117"	"Charqueada"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	175.85	"2016"
"2539"	"118"	"Chavantes"	"Região de Governo de Ourinhos"	"5"	"Área"	"(Em km2)"	"1980-2018"	188.73	"2016"
"2540"	"119"	"Clementina"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	168.59	"2016"
"2541"	"120"	"Colina"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	422.3	"2016"
"2542"	"121"	"Colômbia"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	728.65	"2016"
"2543"	"122"	"Conchal"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	182.79	"2016"
"2544"	"123"	"Conchas"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	466.12	"2016"
"2545"	"124"	"Cordeirópolis"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	137.58	"2016"
"2546"	"125"	"Coroados"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	246.83	"2016"
"2547"	"126"	"Coronel Macedo"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	303.83	"2016"
"2548"	"127"	"Corumbataí"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	278.62	"2016"
"2549"	"128"	"Cosmópolis"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	154.67	"2016"
"2550"	"129"	"Cosmorama"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	441.68	"2016"
"2551"	"130"	"Cotia"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	323.99	"2016"
"2552"	"131"	"Cravinhos"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	311.42	"2016"
"2553"	"132"	"Cristais Paulista"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	385.23	"2016"
"2554"	"133"	"Cruzália"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.33	"2016"
"2555"	"134"	"Cruzeiro"	"Região de Governo de Cruzeiro"	"5"	"Área"	"(Em km2)"	"1980-2018"	305.7	"2016"
"2556"	"135"	"Cubatão"	"Região de Governo de Santos"	"5"	"Área"	"(Em km2)"	"1980-2018"	142.88	"2016"
"2557"	"136"	"Cunha"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	1407.25	"2016"
"2558"	"137"	"Descalvado"	"Região de Governo de São Carlos"	"5"	"Área"	"(Em km2)"	"1980-2018"	753.71	"2016"
"2559"	"138"	"Diadema"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	30.73	"2016"
"2560"	"139"	"Divinolândia"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	223.75	"2016"
"2561"	"140"	"Dobrada"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	149.73	"2016"
"2562"	"141"	"Dois Córregos"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	632.97	"2016"
"2563"	"142"	"Dolcinópolis"	"Região de Governo de Jales"	"5"	"Área"	"(Em km2)"	"1980-2018"	77.94	"2016"
"2564"	"143"	"Dourado"	"Região de Governo de São Carlos"	"5"	"Área"	"(Em km2)"	"1980-2018"	205.87	"2016"
"2565"	"144"	"Dracena"	"Região de Governo de Dracena"	"5"	"Área"	"(Em km2)"	"1980-2018"	487.69	"2016"
"2566"	"145"	"Duartina"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	264.56	"2016"
"2567"	"146"	"Dumont"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	111.38	"2016"
"2568"	"147"	"Echaporã"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	515.26	"2016"
"2569"	"148"	"Eldorado"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1654.26	"2016"
"2570"	"149"	"Elias Fausto"	"Região de Governo de Piracicaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	202.36	"2016"
"2571"	"150"	"Embu das Artes"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	70.4	"2016"
"2572"	"151"	"Embu-Guaçu"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	155.64	"2016"
"2573"	"152"	"Estrela d'Oeste"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	296.28	"2016"
"2574"	"153"	"Estrela do Norte"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	264.99	"2016"
"2575"	"154"	"Fartura"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	429.17	"2016"
"2576"	"155"	"Fernandópolis"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	549.8	"2016"
"2577"	"156"	"Fernando Prestes"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	169.99	"2016"
"2578"	"157"	"Ferraz de Vasconcelos"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	29.56	"2016"
"2579"	"158"	"Flora Rica"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	224.71	"2016"
"2580"	"159"	"Floreal"	"Região de Governo de Votuporanga"	"5"	"Área"	"(Em km2)"	"1980-2018"	204.24	"2016"
"2581"	"160"	"Flórida Paulista"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	524.14	"2016"
"2582"	"161"	"Florínia"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	225.89	"2016"
"2583"	"162"	"Franca"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	605.68	"2016"
"2584"	"163"	"Francisco Morato"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	49	"2016"
"2585"	"164"	"Franco da Rocha"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	132.78	"2016"
"2586"	"165"	"Gabriel Monteiro"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	138.68	"2016"
"2587"	"166"	"Gália"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	355.91	"2016"
"2588"	"167"	"Garça"	"Região de Governo de Marília"	"5"	"Área"	"(Em km2)"	"1980-2018"	555.81	"2016"
"2589"	"168"	"Gastão Vidigal"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	180.57	"2016"
"2590"	"169"	"General Salgado"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	494.38	"2016"
"2591"	"170"	"Getulina"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	676.76	"2016"
"2592"	"171"	"Glicério"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	272.8	"2016"
"2593"	"172"	"Guaiçara"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	277.15	"2016"
"2594"	"173"	"Guaimbê"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	217.81	"2016"
"2595"	"174"	"Guaíra"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	1258.47	"2016"
"2596"	"175"	"Guapiaçu"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	325.13	"2016"
"2597"	"176"	"Guapiara"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	408.29	"2016"
"2598"	"177"	"Guará"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	362.18	"2016"
"2599"	"178"	"Guaraçaí"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	569.2	"2016"
"2600"	"179"	"Guaraci"	"Região de Governo de Barretos"	"5"	"Área"	"(Em km2)"	"1980-2018"	641.5	"2016"
"2601"	"180"	"Guarani d'Oeste"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	85.7	"2016"
"2602"	"181"	"Guarantã"	"Região de Governo de Lins"	"5"	"Área"	"(Em km2)"	"1980-2018"	461.75	"2016"
"2603"	"182"	"Guararapes"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	955.64	"2016"
"2604"	"183"	"Guararema"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	270.82	"2016"
"2605"	"184"	"Guaratinguetá"	"Região de Governo de Guaratinguetá"	"5"	"Área"	"(Em km2)"	"1980-2018"	752.64	"2016"
"2606"	"185"	"Guareí"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	567.88	"2016"
"2607"	"186"	"Guariba"	"Região de Governo de Ribeirão Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	270.29	"2016"
"2608"	"187"	"Guarujá"	"Região de Governo de Santos"	"5"	"Área"	"(Em km2)"	"1980-2018"	144.79	"2016"
"2609"	"188"	"Guarulhos"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	318.68	"2016"
"2610"	"189"	"Guzolândia"	"Região de Governo de Araçatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	252.48	"2016"
"2611"	"190"	"Herculândia"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	364.25	"2016"
"2612"	"191"	"Iacanga"	"Região de Governo de Bauru"	"5"	"Área"	"(Em km2)"	"1980-2018"	547.39	"2016"
"2613"	"192"	"Iacri"	"Região de Governo de Tupã"	"5"	"Área"	"(Em km2)"	"1980-2018"	321.95	"2016"
"2614"	"193"	"Ibaté"	"Região de Governo de São Carlos"	"5"	"Área"	"(Em km2)"	"1980-2018"	290.98	"2016"
"2615"	"194"	"Ibirá"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	271.91	"2016"
"2616"	"195"	"Ibirarema"	"Região de Governo de Assis"	"5"	"Área"	"(Em km2)"	"1980-2018"	228.23	"2016"
"2617"	"196"	"Ibitinga"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	689.39	"2016"
"2618"	"197"	"Ibiúna"	"Região de Governo de Sorocaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	1058.08	"2016"
"2619"	"198"	"Icém"	"Região de Governo de São José do Rio Preto"	"5"	"Área"	"(Em km2)"	"1980-2018"	362.36	"2016"
"2620"	"199"	"Iepê"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	594.97	"2016"
"2621"	"200"	"Igaraçu do Tietê"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	97.75	"2016"
"2622"	"201"	"Igarapava"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	468.25	"2016"
"2623"	"202"	"Igaratá"	"Região de Governo de São José dos Campos"	"5"	"Área"	"(Em km2)"	"1980-2018"	292.95	"2016"
"2624"	"203"	"Iguape"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	1978.8	"2016"
"2625"	"204"	"Ilhabela"	"Região de Governo de Caraguatatuba"	"5"	"Área"	"(Em km2)"	"1980-2018"	346.39	"2016"
"2626"	"205"	"Indaiatuba"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	311.55	"2016"
"2627"	"206"	"Indiana"	"Região de Governo de Presidente Prudente"	"5"	"Área"	"(Em km2)"	"1980-2018"	129.37	"2016"
"2628"	"207"	"Indiaporã"	"Região de Governo de Fernandópolis"	"5"	"Área"	"(Em km2)"	"1980-2018"	279.61	"2016"
"2629"	"208"	"Inúbia Paulista"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	87.12	"2016"
"2630"	"209"	"Ipaussu"	"Região de Governo de Ourinhos"	"5"	"Área"	"(Em km2)"	"1980-2018"	209.55	"2016"
"2631"	"210"	"Iperó"	"Região de Governo de Sorocaba"	"5"	"Área"	"(Em km2)"	"1980-2018"	170.29	"2016"
"2632"	"211"	"Ipeúna"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	190.01	"2016"
"2633"	"212"	"Iporanga"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1152.06	"2016"
"2634"	"213"	"Ipuã"	"Região de Governo de São Joaquim da Barra"	"5"	"Área"	"(Em km2)"	"1980-2018"	466.46	"2016"
"2635"	"214"	"Iracemápolis"	"Região de Governo de Limeira"	"5"	"Área"	"(Em km2)"	"1980-2018"	115.12	"2016"
"2636"	"215"	"Irapuã"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	257.61	"2016"
"2637"	"216"	"Irapuru"	"Região de Governo de Adamantina"	"5"	"Área"	"(Em km2)"	"1980-2018"	214.46	"2016"
"2638"	"217"	"Itaberá"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1110.35	"2016"
"2639"	"218"	"Itaí"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1082.78	"2016"
"2640"	"219"	"Itajobi"	"Região de Governo de Catanduva"	"5"	"Área"	"(Em km2)"	"1980-2018"	502.07	"2016"
"2641"	"220"	"Itaju"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	230.36	"2016"
"2642"	"221"	"Itanhaém"	"Região de Governo de Santos"	"5"	"Área"	"(Em km2)"	"1980-2018"	601.71	"2016"
"2643"	"222"	"Itapecerica da Serra"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	150.74	"2016"
"2644"	"223"	"Itapetininga"	"Região de Governo de Itapetininga"	"5"	"Área"	"(Em km2)"	"1980-2018"	1789.35	"2016"
"2645"	"224"	"Itapeva"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1826.26	"2016"
"2646"	"225"	"Itapevi"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	82.66	"2016"
"2647"	"226"	"Itapira"	"Região de Governo de Campinas"	"5"	"Área"	"(Em km2)"	"1980-2018"	518.42	"2016"
"2648"	"227"	"Itápolis"	"Região de Governo de Araraquara"	"5"	"Área"	"(Em km2)"	"1980-2018"	996.75	"2016"
"2649"	"228"	"Itaporanga"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	508	"2016"
"2650"	"229"	"Itapuí"	"Região de Governo de Jaú"	"5"	"Área"	"(Em km2)"	"1980-2018"	140.02	"2016"
"2651"	"230"	"Itapura"	"Região de Governo de Andradina"	"5"	"Área"	"(Em km2)"	"1980-2018"	301.65	"2016"
"2652"	"231"	"Itaquaquecetuba"	"Região Metropolitana de São Paulo"	"5"	"Área"	"(Em km2)"	"1980-2018"	82.62	"2016"
"2653"	"232"	"Itararé"	"Região de Governo de Itapeva"	"5"	"Área"	"(Em km2)"	"1980-2018"	1003.86	"2016"
"2654"	"233"	"Itariri"	"Região de Governo de Registro"	"5"	"Área"	"(Em km2)"	"1980-2018"	273.67	"2016"
"2655"	"234"	"Itatiba"	"Região de Governo de Jundiaí"	"5"	"Área"	"(Em km2)"	"1980-2018"	322.28	"2016"
"2656"	"235"	"Itatinga"	"Região de Governo de Botucatu"	"5"	"Área"	"(Em km2)"	"1980-2018"	979.82	"2016"
"2657"	"236"	"Itirapina"	"Região de Governo de Rio Claro"	"5"	"Área"	"(Em km2)"	"1980-2018"	564.6	"2016"
"2658"	"237"	"Itirapuã"	"Região de Governo de Franca"	"5"	"Área"	"(Em km2)"	"1980-2018"	161.12	"2016"
"2659"	"238"	"Itobi"	"Região de Governo de São João da Boa Vista"	"5"	"Área"	"(Em km2)"	"1980-2018"	138.99	"2016"
